id,h,s,v,r,g,b,comp1,comp2,cluster
0143eac304614f93b7c454fcfd32bc7d,0.0,0.0,0.0196078431372549,5,5,5,-180.825481660922,34.98317545866489,1
0157cbffea384e6fa9d2f31645ad85eb,0.07777777777777772,0.13761467889908247,0.4274509803921568,109,101,94,24.75117131077307,-26.88525719012159,0
015859bb1e7845ff91d1ed99866a24bb,0.0,0.0,0.8823529411764706,225,225,225,273.3635037879157,56.667625617750204,0
017953f371c641ee982beb3f0e8a4d80,0.0,0.0,0.17647058823529413,45,45,45,-94.39444624719671,4.074227599910503,1
017adf2af3e64d46825a2b7525c82f17,0.02777777777777764,0.06382978723404263,0.3686274509803922,94,89,88,4.48644352811656,-18.343687876926012,2
01810314feca4415a33a51dd151eacb3,0.08227848101265822,0.4072164948453608,0.7607843137254902,194,154,115,141.3476491138368,-48.94309560681737,0
018eac86cdbd4d00867d9bc6429e816b,0.2499999999999999,0.16666666666666666,0.2352941176470588,55,60,50,-68.68228341450578,-2.6123358235382783,0
01952032257647dd9c58ac756cf90051,0.5714285714285715,0.14685314685314682,0.5607843137254902,122,134,143,94.58873232913778,-8.364716269721214,0
01972a5a702e462d84e26de3f7c500bb,0.5833333333333336,0.04878048780487805,0.1607843137254902,39,40,41,-105.0369798046413,7.901318363505353,0
019b94f2deef470fa4252f95b02ed640,0.08333333333333331,0.4864864864864865,0.2901960784313726,74,56,38,-69.3719001824591,-19.16523139499096,0
019bfb2dcc6c4163a1ed46d8903278be,0.0,0.0,0.9254901960784314,236,236,236,295.06735709689656,69.36500724556622,1
01a67eee68454140aaf9ed47236f837e,0.633333333333333,0.07142857142857158,0.27450980392156865,65,66,70,-44.32615515774341,-4.7435365982574815,1
01c1193050464db2993b3efed456cd84,0.9761904761904762,0.040935672514619735,0.6705882352941176,171,164,165,163.2198473160226,-0.11966522311817085,1
01c5eba1c6e945489b2da1cfe5069f25,0.049382716049382734,0.2076923076923076,0.5098039215686274,130,111,103,53.912764655445365,-35.66573214047838,2
01c685b2e98a486981aeb60a89149265,0.10000000000000002,0.4166666666666666,0.4235294117647059,108,90,63,-4.912057111353207,-40.87044406235081,2
01d1b85ebc464f8f84504afeb97c5c55,0.16666666666666666,0.13513513513513525,0.1450980392156863,37,37,32,-114.38019070654795,8.389210536076932,2
01e1ffd0035447b1a5d6404943571a20,0.09999999999999994,0.08064516129032252,0.2431372549019608,62,60,57,-59.14225871668715,-4.914153197253919,1
01e54f0c11c241149d6afd3963ec010f,0.07407407407407407,0.39130434782608703,0.09019607843137256,23,18,14,-150.56921919048784,21.01814818937819,2
01e9cdfcb823443089780675035dccc1,0.8333333333333334,0.02439024390243911,0.1607843137254902,41,40,41,-104.36656073404762,6.434198401040436,1
01ed1dce895b443b8d321a66cb303176,0.9693877551020408,0.2130434782608696,0.9019607843137256,230,181,190,241.59399857210755,11.254544789299151,2
01f8155cc7104c75895ad7bc318889ba,0.06250000000000001,0.372093023255814,0.16862745098039214,43,33,27,-117.08689418583849,7.1263074333415775,0
